id,likes,retweets
677557565589463040,2225,1019
677547928504967168,6333,3301
677530072887205888,969,204
677335745548390400,2763,1553
677334615166730240,1229,253
677331501395156992,988,209
677328882937298944,3341,1349
677314812125323265,1502,472
677301033169788928,1115,355
677269281705472000,1799,637
677228873407442944,3212,1468
677187300187611136,2486,815
676975532580409345,2527,953
676957860086095872,2029,720
676949632774234114,1188,349
676948236477857792,1959,777
676946864479084545,1578,327
676942428000112642,1880,668
676936541936185344,11644,4438
676916996760600576,2701,1620
676897532954456065,2054,650
676864501615042560,1903,629
668655139528511488,473,190
668645506898350081,776,458
668643542311546881,789,447
668641109086707712,944,467
668636665813057536,921,435
668633411083464705,2471,1385
668631377374486528,619,281
668627278264475648,281,97
668625577880875008,330,111
668623201287675904,1249,655
668620235289837568,181,35
668614819948453888,544,271
668587383441514497,1479,924
668567822092664832,206,46
668544745690562560,452,197
668542336805281792,403,182
668537837512433665,225,60
668528771708952576,404,189
668507509523615744,279,87
668496999348633600,360,115
668484198282485761,372,208
668480044826800133,397,128
668466899341221888,772,443
668297328638447616,557,255
668291999406125056,213,28
668286279830867968,436,118
668274247790391296,722,198
668268907921326080,485,206
668256321989451776,1153,518
668248472370458624,843,408
668237644992782336,5456,2430
668226093875376128,247,84
668221241640230912,452,169
668204964695683073,489,172
668190681446379520,577,170
668171859951755264,424,161
668154635664932864,440,272
668142349051129856,511,238
668113020489474048,587,208
667937095915278337,1114,695
667924896115245057,264,95
667915453470232577,184,45
667911425562669056,431,245
667902449697558528,761,334
667886921285246976,1651,909
667885044254572545,730,400
667878741721415682,349,101
667873844930215936,553,339
667866724293877760,2719,901
667861340749471744,221,69
667832474953625600,256,55
667806454573760512,930,418
667801013445750784,284,82
667793409583771648,610,285
667782464991965184,363,210
667773195014021121,204,44
667766675769573376,373,184
667728196545200128,324,128
667724302356258817,423,269
667550904950915073,0,29
667550882905632768,0,26
667549055577362432,5115,1962
667546741521195010,302,107
667544320556335104,763,459
667538891197542400,175,58
667534815156183040,719,446
667530908589760512,412,207
667524857454854144,1508,970
667517642048163840,332,166
667509364010450944,6073,1867
667502640335572993,485,195
667495797102141441,458,232
667491009379606528,459,190
667470559035432960,225,85
667455448082227200,171,53
667453023279554560,279,74
667443425659232256,683,490
667437278097252352,396,199
667435689202614272,266,76
667405339315146752,412,197
667393430834667520,168,50
667369227918143488,328,145
667211855547486208,425,210
667200525029539841,546,228
667192066997374976,332,86
667188689915760640,643,334
667182792070062081,12559,5286
667177989038297088,166,48
667176164155375616,527,389
667174963120574464,218,70
667171260800061440,186,72
667165590075940865,2382,973
667160273090932737,219,50
667152164079423490,42330,14632
667138269671505920,4020,1877
667119796878725120,286,107
667090893657276420,287,106
667073648344346624,352,104
667070482143944705,72,13
667065535570550784,143,40
667062181243039745,192,45
667044094246576128,163,43
667012601033924608,395,187
666996132027977728,214,79
666983947667116034,2249,847
666837028449972224,702,474
666835007768551424,185,66
666826780179869698,221,79
666817836334096384,444,212
666804364988780544,206,79
666786068205871104,659,411
666781792255496192,327,169
666776908487630848,305,150
666739327293083650,209,60
666701168228331520,371,182
666691418707132416,161,42
666649482315059201,994,526
666644823164719104,208,70
666454714377183233,448,181
666447344410484738,90,19
666437273139982337,106,40
666435652385423360,139,42
666430724426358785,278,160
666428276349472768,139,67
666421158376562688,273,92
666418789513326592,108,39
666411507551481857,372,262
666407126856765440,93,30
666396247373291520,147,69
666373753744588802,163,73
666362758909284353,650,471
666353288456101888,179,58
666345417576210432,246,125
666337882303524864,168,79
666293911632134144,427,291
666287406224695296,123,57
666273097616637952,152,68
666268910803644416,100,38
666104133288665088,12912,5493
666102155909144576,66,11
666099513787052032,134,53
666094000022159362,143,63
666082916733198337,93,37
666073100786774016,274,132
666071193221509120,127,51
666063827256086533,400,180
666058600524156928,99,47
666057090499244032,248,112
666055525042405380,367,196
666051853826850816,1028,706
666050758794694657,115,50
666049248165822465,89,37
666044226329800704,246,115
666033412701032449,99,36
666029285002620928,112,39
666020888022790149,2293,423
